0.61538,0.6875,0.69416,2.716,1.376
0.73077,0.68055,0.69567,2.725,1.322
0.69231,0.75,0.72233,2.732,1.285
0.73077,0.69445,0.69567,2.726,1.24
0.76923,0.72222,0.7505,2.721,1.187
0.76923,0.71528,0.73692,2.721,1.187
0.73077,0.71528,0.72284,2.649,1.094
0.76923,0.70833,0.70976,2.649,1.031
0.80769,0.70833,0.72384,2.649,0.959
0.76923,0.72222,0.73692,2.649,0.897
0.80769,0.70139,0.71026,2.649,0.845
0.76923,0.6875,0.69618,2.649,0.845
0.80769,0.68055,0.71026,2.682,0.775
0.80769,0.69445,0.71026,2.692,0.728
0.80769,0.70139,0.71026,2.666,0.702
0.84615,0.68055,0.69718,2.632,0.652
0.80769,0.6875,0.71026,2.596,0.599
0.76923,0.67361,0.6826,2.559,0.582
0.84615,0.65972,0.67002,2.479,0.52
0.84615,0.67361,0.67002,2.433,0.506
0.84615,0.64583,0.65644,2.39,0.508
0.84615,0.65278,0.65644,2.39,0.508
0.88462,0.63889,0.64336,2.137,0.493
0.92308,0.61805,0.64386,2.067,0.495
0.88462,0.59028,0.60262,2.005,0.491
0.88462,0.59028,0.60262,1.962,0.476
0.84615,0.59722,0.60211,1.933,0.4935
1,0.58333,0.57696,1.908,0.492
0.88462,0.54167,0.53471,1.838,0.492
0.88462,0.52778,0.53471,1.767,0.4875
1,0.48611,0.50905,1.698,0.48
0.80769,0.49305,0.49296,1.634,0.4765
0.84615,0.45139,0.47988,1.56,0.4765
0.84615,0.41667,0.4663,1.482,0.4765
0.84615,0.44445,0.4663,1.425,0.4765
0.73077,0.38889,0.39688,1.35,0.465
0.84615,0.36805,0.38481,1.288,0.4765
0.84615,0.36111,0.38481,1.266,0.464
0.92308,0.29861,0.30433,1.201,0.494
0.88462,0.3125,0.3174,1.135,0.497
0.80769,0.31945,0.34356,1.083,0.484
0.88462,0.30555,0.3174,1.031,0.46
0.88462,0.23611,0.2495,0.965,0.494
0.88462,0.21528,0.23592,0.789,0.494
0.84615,0.22917,0.24899,0.732,0.45
0.80769,0.18055,0.20775,0.689,0.477
0.65385,0.1875,0.20573,0.696,0.547
1,0.1875,0.1831,0.685,0.616
0.84615,0.14584,0.16751,0.586,0.612
0.73077,0.11805,0.13883,0.6925,0.784
0.76923,0.125,0.13934,0.6925,0.807
0.76923,0.11805,0.13934,0.6925,0.911
0.65385,0.10417,0.12425,0.6925,0.94
0.5,0.090277,0.10865,0.6925,1.014
0.30769,0.090277,0.10614,0.6925,1.07
0.53846,0.13195,0.13632,0.6925,1.121
0.26923,0.11805,0.14638,0.6925,1.155
0.30769,0.14584,0.16046,0.6925,1.185
0.23077,0.13195,0.14588,0.587,1.243
0.23077,0.17361,0.18662,0.634,1.27
0.23077,0.1875,0.2002,0.683,1.299
0.19231,0.22917,0.24044,0.721,1.333
0.15385,0.22222,0.22636,0.752,1.358
0.30769,0.21528,0.24195,0.801,1.407
0.30769,0.25,0.26911,0.864,1.45
0.30769,0.26389,0.26911,0.938,1.49
0.34615,0.28472,0.29678,1.026,1.525
0.19231,0.34028,0.33551,1.099,1.555
0.30769,0.33333,0.33702,1.141,1.586
0.38462,0.32639,0.36519,1.198,1.64
0.34615,0.36111,0.36469,1.249,1.688
0.38462,0.42361,0.41952,1.306,1.751
